"","site.pop","rep","ind","pop","site","site.rep","Date","branch","Stem_diameter_mm","Stem_length_mm","Leaf_WW_g","Leaf_dryweight_g","Stem_dryweight_g","Leaf_area_cm.2","leaf_number","Notes","Stem_area","cwd","ppt","ppt2018","cwd2018","Al_As","SLA","LDMC","leafsize","ind.id","LMF","ml_ms","log.ml_ms","log.Al_As"
"245","W26","7","","26","W","W.7","5/9/18","h1",1.87,78.71,1.1531,0.4491,0.18,44,24,"81 pixels/cm - 200 DPI",2.74645883758454,985.8075147,560.4525084,294.329998731614,1035.59999847412,16.0206296915403,97.9737252282342,0.389471858468476,1.83333333333333,"W26_7_",0.713876967095851,2.495,0.397070549959409,1.20467958204702
"246","W26","7","","26","W","W.7","5/9/18","h2",2.16,91.33,1.3709,0.5244,0.11,47,19,"81 pixels/cm - 200 DPI",3.66435367114713,985.8075147,560.4525084,294.329998731614,1035.59999847412,12.8262728486267,89.626239511823,0.382522430520096,2.47368421052632,"W26_7_",0.826607818411097,4.76727272727273,0.678269997859822,1.10810047426768
"247","W26","7","","26","W","W.7","5/9/18","h3",1.77,79.78,1.4926,0.584,0.19,47,19,"81 pixels/cm - 200 DPI",2.46057390610787,985.8075147,560.4525084,294.329998731614,1035.59999847412,19.1012348311637,80.4794520547945,0.391263566930189,2.47368421052632,"W26_7_",0.754521963824289,3.07368421052632,0.48765924615957,1.28106144384593
"248","W26","1","","26","W","W.1","5/9/18","h1",2.06,80.74,1.5755,0.6762,0.28,41,11,"81 pixels/cm - 200 DPI",3.33291564619341,985.8075147,560.4525084,294.329998731614,1035.59999847412,12.3015414587006,60.6329488317066,0.429197080291971,3.72727272727273,"W26_1_",0.707174231332357,2.415,0.382917135087531,1.08995953461526
"249","W26","1","","26","W","W.1","5/9/18","h2",2.01,55.73,1.6289,0.6463,0.09,39,12,"81 pixels/cm - 200 DPI",3.17308711994203,985.8075147,560.4525084,294.329998731614,1035.59999847412,12.2908695934931,60.3434937335603,0.396770826938425,3.25,"W26_1_",0.877767214450632,7.18111111111111,0.856191646483348,1.08958261081935
"250","W26","1","","26","W","W.1","5/9/18","h3",1.93,57.77,1.3048,0.7374,0.11,36,9,"81 pixels/cm - 200 DPI",2.92552961883916,985.8075147,560.4525084,294.329998731614,1035.59999847412,12.3054642031909,48.820179007323,0.565144083384427,4,"W26_1_",0.870191172999764,6.70363636363636,0.826310448111873,1.09009800138557
"251","W26","2","","26","W","W.2","5/9/18","h1",2.08,73.8,2.2733,0.8737,0.12,63,13,"81 pixels/cm - 200 DPI",3.39794661412272,985.8075147,560.4525084,294.329998731614,1035.59999847412,18.5406091249804,72.1071305940254,0.384331148550565,4.84615384615385,"W26_2_",0.879239207004126,7.28083333333333,0.862181089664136,1.26812399816189
"252","W26","2","","26","W","W.2","5/9/18","h2",2.05,73.22,2.9131,1.1072,0.14,88,13,"81 pixels/cm - 200 DPI",3.30063578167778,985.8075147,560.4525084,294.329998731614,1035.59999847412,26.6615300265781,79.4797687861272,0.380076207476571,6.76923076923077,"W26_2_",0.887748556767158,7.90857142857143,0.898098041434444,1.42588506867249
"253","W26","2","","26","W","W.2","5/9/18","h3",1.44,46.76,1.2788,0.5045,0.05,38,10,"81 pixels/cm - 200 DPI",1.62860163162095,985.8075147,560.4525084,294.329998731614,1035.59999847412,23.3329006076081,75.3221010901883,0.394510478573663,3.8,"W26_2_",0.909828674481515,10.09,1.00389116623691,1.36796873106014
"254","W3","5","","3","W","W.5","7/17/18","h1",2.8,72.86,3.9136,1.8995,0.4352,113,14,"",6.15752160103599,671.70251,849.1050127,704.280000265688,684.149991989136,18.3515393565145,59.4893392998157,0.485358748977923,8.07142857142857,"W3_5_",0.813594894418983,4.36465992647059,0.639950411200616,1.26367249943281
"255","W3","5","","3","W","W.5","7/17/18","h2",3.783333333,108.52,4.3803,2.3168,1.0201,124,13,"",11.241883876271,671.70251,849.1050127,704.280000265688,684.149991989136,11.0301797603278,53.5220994475138,0.528913544734379,9.53846153846154,"W3_5_",0.694297102100752,2.27114988726595,0.356245796951768,1.04258259025363
"256","W3","5","","3","W","W.5","7/17/18","h3",2.476666667,51.35,3.2305,1.4944,0.2558,96,11,"",4.81753634246787,671.70251,849.1050127,704.280000265688,684.149991989136,19.9271978819826,64.2398286937902,0.462590930196564,8.72727272727273,"W3_5_",0.853845274825734,5.84206411258796,0.766566318743383,1.29944623347467
"257","W16","1","","16","W","W.1","7/17/18","h1",1.603333333,17.79,1.0308,0.5263,0.063,38.573,5,"leaf area from dried leaves",2.0190056045138,783.2500117,836.5575125,321.759994268417,1019.62001609802,19.1049494433122,73.2908987269618,0.510574311214591,7.7146,"W16_1_",0.893093500763618,8.35396825396825,0.921892820563696,1.28114589276928
"258","W16","1","","16","W","W.1","7/17/18","h2",1.6,25.84,1.326,0.6521,0.076,51,5,"",2.01061929829747,783.2500117,836.5575125,321.759994268417,1019.62001609802,25.3653190552708,78.2088636712161,0.491779788838612,10.2,"W16_1_",0.895618733690427,8.58026315789474,0.933500607926668,1.40424032941992
"259","W16","1","","16","W","W.1","7/17/18","h3",1.106666667,17.31,0.879,0.4361,0.0368,36,5,"",0.961885857938564,783.2500117,836.5575125,321.759994268417,1019.62001609802,37.4264781032879,82.5498738821371,0.49613196814562,7.2,"W16_1_",0.922182279551702,11.8505434782609,1.07373826799991,1.57317896117074
"260","W3","7","","3","W","W.7","7/17/18","h1",2.33,43.05,2.1104,0.9714,0.2367,60,8,"",4.26384808926841,671.70251,849.1050127,704.280000265688,684.149991989136,14.0717958857429,61.7665225447807,0.460291887793783,7.5,"W3_7_",0.804072510553762,4.10392902408112,0.613199841207935,1.14834952696543
"261","W3","7","","3","W","W.7","7/17/18","h2",2.146666667,42.91,1.8006,0.8561,0.223,56,8,"",3.61925436439959,671.70251,849.1050127,704.280000265688,684.149991989136,15.4728002957841,65.4129190515127,0.475452626902144,7,"W3_7_",0.793346307107775,3.8390134529148,0.584219634002382,1.18956892022486
"262","W3","7","","3","W","W.7","7/17/18","h3",2.136666667,32.01,0.9231,0.4756,0.1328,33,6,"",3.58561314306217,671.70251,849.1050127,704.280000265688,684.149991989136,9.20344685367187,69.3860386879731,0.515220452822013,5.5,"W3_7_",0.78172255095332,3.58132530120482,0.554043770914655,0.963950508777901
"263","W3","6","","3","W","W.6","7/17/18","h1",2.24,52.36,2.3748,1.1636,0.1967,75,10,"",3.94081382466304,671.70251,849.1050127,704.280000265688,684.149991989136,19.031601932226,64.4551392231007,0.489978103419235,7.5,"W3_6_",0.855399544218187,5.91560752414845,0.771999352655685,1.2794753453572
"264","W3","6","","3","W","W.6","7/17/18","h2",3.37,123.97,4.744,2.3631,0.8127,122,10,"leaf number not recorded",8.91968840188848,671.70251,849.1050127,704.280000265688,684.149991989136,13.6776078382032,51.6270999957683,0.4981239460371,12.2,"W3_6_",0.744095975817117,2.90771502399409,0.463551840436148,1.1360101475659
"265","W3","6","","3","W","W.6","7/17/18","h3",2.626666667,69.64,2.936,1.5064,0.361,89,13,"",5.41875863662715,671.70251,849.1050127,704.280000265688,684.149991989136,16.4244259558675,59.0812533191715,0.513079019073569,6.84615384615385,"W3_6_",0.806683088786548,4.17285318559557,0.62043310510295,1.21549019962873
"266","W3","8","","3","W","W.8","7/17/18","h1",1.88,26.85,1.8669,0.91,0.1068,63,12,"",2.77591126871194,671.70251,849.1050127,704.280000265688,684.149991989136,22.695249920302,69.2307692307692,0.487439070116235,5.25,"W3_8_",0.894964594807238,8.52059925093633,0.930470139628556,1.35593496956005
"267","W3","8","","3","W","W.8","7/17/18","h2",3.01,83.06,5.2461,2.5333,0.6488,144,18,"",7.11578590019722,671.70251,849.1050127,704.280000265688,684.149991989136,20.2366965532239,56.8428531954368,0.48289205314424,8,"W3_8_",0.796109487445398,3.90459309494451,0.591575781919357,1.30613961954139
"268","W3","8","","3","W","W.8","7/17/18","h3",2.05,30.88,1.79,0.8801,0.126,63,12,"",3.30063578167778,671.70251,849.1050127,704.280000265688,684.149991989136,19.0872317235729,71.5827746846949,0.491675977653631,5.25,"W3_8_",0.874763939966206,6.98492063492063,0.844161475874418,1.2807429459759
"269","W3","2","","3","W","W.2","7/17/18","h1",2.343333333,88.14,3.7415,1.7282,0.3657,111,23,"",4.31278712026736,671.70251,849.1050127,704.280000265688,684.149991989136,25.7374168732722,64.228677236431,0.461900307363357,4.82608695652174,"W3_2_",0.82534982568413,4.7257314738857,0.674469040461203,1.41056495694372
"270","W3","2","","3","W","W.2","7/17/18","h2",1.803333333,26.44,2.0922,1.0654,0.0944,74,10,"",2.55412355307054,671.70251,849.1050127,704.280000265688,684.149991989136,28.9727565884736,69.4574807584006,0.509224739508651,7.4,"W3_2_",0.918606656320055,11.2860169491525,1.05254069815074,1.46198981775154
"271","W3","2","","3","W","W.2","7/17/18","h3",1.836666667,37.31,2.0542,1.0878,0.1246,67,11,"",2.64941853213533,671.70251,849.1050127,704.280000265688,684.149991989136,25.2885677318791,61.5922044493473,0.529549216239899,6.09090909090909,"W3_2_",0.897228637413395,8.73033707865169,0.941031012156001,1.40292423291277
"272","W3","1","","3","W","W.1","7/17/18","h1",2.1,40.43,1.8797,0.8788,0.159,55,9,"",3.46360590058275,671.70251,849.1050127,704.280000265688,684.149991989136,15.8794047529329,62.5853436504324,0.467521412991435,6.11111111111111,"W3_1_",0.846791289265754,5.52704402515723,0.742492923928021,1.20083421866023
"273","W3","1","","3","W","W.1","7/17/18","h2",3.25,84.03,3.3928,1.6565,0.5893,97,13,"",8.29576810088555,671.70251,849.1050127,704.280000265688,684.149991989136,11.6927087185146,58.5571989133716,0.488239801933506,7.46153846153846,"W3_1_",0.737599073826699,2.81096215849313,0.44885499912283,1.06791513094232
"274","W3","1","","3","W","W.1","7/17/18","h3",3.276666667,105.99,4.3236,1.9595,0.6921,114,15,"",8.4324622896174,671.70251,849.1050127,704.280000265688,684.149991989136,13.519182901104,58.1781066598622,0.453210287723194,7.6,"W3_1_",0.738987780962438,2.831238260367,0.451976418573365,1.13095044365699
"275","W3","3","","3","W","W.3","7/17/18","h1",2.113333333,50.85,1.8354,0.8423,0.1605,59,9,"",3.50772782296662,671.70251,849.1050127,704.280000265688,684.149991989136,16.8200051365734,70.0463017927104,0.45891903672224,6.55555555555556,"W3_3_",0.839948145193458,5.24797507788162,0.719991763950647,1.22582612408883
"276","W3","3","","3","W","W.3","7/17/18","h2",3.256666667,108.13,4.5735,2.169,0.6359,131,14,"",8.32983692958966,671.70251,849.1050127,704.280000265688,684.149991989136,15.726598384496,60.3964960811434,0.474253853722532,9.35714285714286,"W3_3_",0.773289600342258,3.4109136656707,0.53287072703058,1.19663479620247
"277","W3","3","","3","W","W.3","7/17/18","h3",3.186666667,92.69,3.458,1.7078,0.767,102,12,"",7.97559617792198,671.70251,849.1050127,704.280000265688,684.149991989136,12.7890125985009,59.7259632275442,0.493869288606131,8.5,"W3_3_",0.690075965734605,2.22659713168188,0.347641645271574,1.10683701519201
"278","W3","4","","3","W","W.4","7/17/18","h1",1.893333333,52.91,1.7715,0.8969,0.2295,58,12,"",2.81542552198575,671.70251,849.1050127,704.280000265688,684.149991989136,20.6007935735029,64.6671869773665,0.506294101044313,4.83333333333333,"W3_4_",0.796253551136364,3.90806100217865,0.591961334141618,1.31388395036697
"279","W3","4","","3","W","W.4","7/17/18","h2",1.793333333,54.65,1.9891,0.9608,0.1934,56,14,"",2.52587539913225,671.70251,849.1050127,704.280000265688,684.149991989136,22.1705314598014,58.2847626977519,0.483032527273641,4,"W3_4_",0.832438052330619,4.96794208893485,0.696176524647867,1.34577610390802
"280","W3","4","","3","W","W.4","7/17/18","h3",2.136666667,66.83,3.0221,1.4986,0.3374,92,13,"",3.58561314306217,671.70251,849.1050127,704.280000265688,684.149991989136,25.6580942587216,61.3906312558388,0.495880348102313,7.07692307692308,"W3_4_",0.816230936819172,4.44161232957913,0.647540650008976,1.40922439624557
"281","W16","6","","16","W","W.6","7/23/18","h1",1.79,50.93,1.3128,0.6515,0.1495,52.166,8,"",2.51649425534176,783.2500117,836.5575125,321.759994268417,1019.62001609802,20.7296320622498,80.0706062931696,0.496267519804997,6.52075,"W16_6_",0.813358302122347,4.35785953177257,0.639273227388155,1.31659159371216
"282","W16","6","","16","W","W.6","7/23/18","h2",1.736666667,42.39,2.5437,1.293,0.1743,98.108,10,"",2.36876958836228,783.2500117,836.5575125,321.759994268417,1019.62001609802,41.417282829872,75.876256767208,0.508314659747612,9.8108,"W16_6_",0.881210386424044,7.41824440619621,0.870301137770401,1.61718160371483
"283","W16","6","","16","W","W.6","7/23/18","h3",1.756666667,45.59,1.3684,0.7092,0.137,61.452,7,"",2.42364274005545,783.2500117,836.5575125,321.759994268417,1019.62001609802,25.3552221143756,86.6497461928934,0.518269511838644,8.77885714285714,"W16_6_",0.838099740014181,5.17664233576642,0.714048159772473,1.40406741936526
"284","W15","5","","15","W","W.5","7/23/18","h1",1.513333333,20.36,1.1472,0.4102,0.039,36.891,6,"",1.79870141972794,733.8575109,1014.252515,768.570013999939,728.239999771118,20.5097964539217,89.9341784495368,0.357566248256625,6.1485,"W15_5_",0.913178984861977,10.5179487179487,1.02193104900585,1.31196135030609
"285","W15","5","","15","W","W.5","7/23/18","h2",1.333333333,31.33,0.5882,NA,0.0529,21.282,5,"",1.39626340089733,733.8575109,1014.252515,768.570013999939,728.239999771118,15.2421097525888,NA,NA,4.2564,"W15_5_",NA,NA,NA,1.18304508448996
"286","W15","5","","15","W","W.5","7/23/18","h3",1.233333333,18.9,0.729,0.3364,0.0562,29.289,5,"",1.19467787234435,733.8575109,1014.252515,768.570013999939,728.239999771118,24.5162320973816,87.0659928656362,0.461454046639232,5.8578,"W15_5_",0.856851757514009,5.98576512455516,0.777119671556813,1.38945372420458
"287","W16","4","","16","W","W.4","7/23/18","h1",1.1,21.61,0.6225,0.262,0.0388,21.61,4,"",0.950331777710913,783.2500117,836.5575125,321.759994268417,1019.62001609802,22.7394269105181,82.4809160305343,0.420883534136546,5.4025,"W16_4_",0.871010638297872,6.75257731958763,0.829469565725538,1.35677951520062
"288","W16","4","","16","W","W.4","7/23/18","h2",0.986666667,14.41,0.737,0.2778,0.0234,26.656,8,"",0.764593839230293,783.2500117,836.5575125,321.759994268417,1019.62001609802,34.8629542017161,95.9539236861051,0.376933514246947,3.332,"W16_4_",0.922310756972112,11.8717948717949,1.07451638399145,1.54236418538853
"289","W16","4","","16","W","W.4","7/23/18","h3",1.776666667,19.31,1.2931,0.578,0.0729,42.429,7,"",2.47914421027935,783.2500117,836.5575125,321.759994268417,1019.62001609802,17.1143735100505,73.4065743944637,0.44698785863429,6.06128571428571,"W16_4_",0.888001229067445,7.92866941015089,0.899200310102554,1.2333610059508
"290","W16","5","","16","W","W.5","7/23/18","h1",1.42,31.07,1.1373,0.4885,0.0978,43.657,6,"",1.58367685667461,783.2500117,836.5575125,321.759994268417,1019.62001609802,27.5668611408962,89.3694984646878,0.429526070517893,7.27616666666667,"W16_5_",0.833191199044858,4.99488752556237,0.69852571326719,1.4403873186341
"291","W16","5","","16","W","W.5","7/23/18","h2",1.4,24.85,1.1315,0.5079,0.0742,46.443,6,"",1.539380400259,783.2500117,836.5575125,321.759994268417,1019.62001609802,30.1699307021098,91.4412285883048,0.448873177198409,7.7405,"W16_5_",0.872530493042432,6.84501347708895,0.835374307549571,1.47957431263684
"292","W16","5","","16","W","W.5","7/23/18","h3",1.516666667,36.55,1.2566,0.5974,0.1148,56.557,8,"",1.80663394276476,783.2500117,836.5575125,321.759994268417,1019.62001609802,31.3051795724865,94.671911617007,0.475409836065574,7.069625,"W16_5_",0.838809323223814,5.20383275261324,0.716323330206155,1.49561619932434
"293","W16","2","","16","W","W.2","7/23/18","h1",1.813333333,40.4,2.1378,0.9528,0.1835,91.292,9,"",2.58252878664151,783.2500117,836.5575125,321.759994268417,1019.62001609802,35.3498479754497,95.8144416456759,0.445691832725232,10.1435555555556,"W16_2_",0.83851095661357,5.19237057220708,0.715365679886613,1.54838755042244
"294","W16","2","","16","W","W.2","7/23/18","h2",2.036666667,44.66,4.2601,1.7569,0.1923,164.382,11,"",3.25784030948527,783.2500117,836.5575125,321.759994268417,1019.62001609802,50.4573534563368,93.5636632705333,0.412408159432877,14.9438181818182,"W16_2_",0.901344141186128,9.13624544981799,0.96076775859766,1.70292446755588
"295","W16","2","","16","W","W.2","7/23/18","h3",1.976666667,44.43,2.6443,1.2235,0.3271,118.19,12,"",3.06871643170775,783.2500117,836.5575125,321.759994268417,1019.62001609802,38.5144742534021,96.599918267266,0.462693340392543,9.84916666666667,"W16_2_",0.789049400232168,3.74044634668297,0.572923429562826,1.5856239738471
"296","W1","4","","1","W","W.4","7/23/18","h1",1.693333333,36.02,1.4707,0.629,0.0869,58.674,8,"",2.2520332395467,690.0800103,1221.930018,759.229991018772,719.270004272461,26.0537895132535,93.2813990461049,0.427687495750323,7.33425,"W1_4_",0.87861433161056,7.23820483314154,0.859630868996602,1.41587090018838
"297","W1","4","","1","W","W.4","7/23/18","h2",2.096666667,71.96,1.6366,0.6651,0.1892,59.535,9,"",3.45261905403925,690.0800103,1221.930018,759.229991018772,719.270004272461,17.2434314554191,89.5128552097429,0.406391299034584,6.615,"W1_4_",0.778532131569706,3.51532769556025,0.545965815768377,1.23662369500737
"298","W1","4","","1","W","W.4","7/23/18","h3",2.55,64.97,2.5274,1.1809,0.2288,64.97,12,"",5.10705155749191,690.0800103,1221.930018,759.229991018772,719.270004272461,12.721626024059,55.0173596409518,0.467239059903458,5.41416666666667,"W1_4_",0.837695963680216,5.16127622377622,0.712757102482396,1.10454262453129
"299","W16","8","","16","W","W.8","7/23/18","h1",2.68,114.39,2.0583,1.0177,0.5012,97.271,22,"",5.64104376878583,783.2500117,836.5575125,321.759994268417,1019.62001609802,17.2434400417596,95.5792473223936,0.494437156877034,4.42140909090909,"W16_8_",0.670024359734018,2.030526735834,0.307608712195291,1.23662391126359
"300","W16","8","","16","W","W.8","7/23/18","h2",1.506666667,32.74,0.9333,0.4336,0.0663,46.408,10,"",1.78288873828614,783.2500117,836.5575125,321.759994268417,1019.62001609802,26.0296669127044,107.029520295203,0.46458802100075,4.6408,"W16_8_",0.867373474694939,6.53996983408748,0.815575745125557,1.41546861071776
"301","W16","8","","16","W","W.8","7/23/18","h3",1.48,28.37,0.9611,0.4579,0.0636,45.994,8,"",1.72033613710577,783.2500117,836.5575125,321.759994268417,1019.62001609802,26.7354727997394,100.44551212055,0.476433253563625,5.74925,"W16_8_",0.878044103547459,7.19968553459119,0.857313527879283,1.42708786872445
"302","W16","7","","16","W","W.7","7/23/18","h1",1.806666667,37.71,1.5879,0.7943,0.2816,70.907,12,"possible duplicate",2.56357451286028,783.2500117,836.5575125,321.759994268417,1019.62001609802,27.6594261817989,89.2697973058038,0.500220416902828,5.90891666666667,"W16_7_",0.738265638070453,2.82066761363636,0.450351912079316,1.44184316606023
"303","W16","7","","16","W","W.7","7/23/18","h2",1.473333333,38.9,1.2155,0.6292,0.0815,56.557,12,"possible duplicate",1.70487251916167,783.2500117,836.5575125,321.759994268417,1019.62001609802,33.1737413585684,89.8871582962492,0.517647058823529,4.71308333333333,"W16_7_",0.885324328127199,7.72024539877301,0.887631105211273,1.52079445432779
"304","W16","7","","16","W","W.7","7/23/18","h3",1.63,42.59,1.0729,0.5544,0.1676,52.587,11,"possible duplicate",2.08672438033068,783.2500117,836.5575125,321.759994268417,1019.62001609802,25.2007406898973,94.8538961038961,0.516730356976419,4.78063636363636,"W16_7_",0.76786703601108,3.30787589498807,0.519549207309493,1.40141330557551
"305","W1","2","","1","W","W.2","7/23/18","h1",3.12,153.01,4.7125,1.8694,0.7228,184.792,12,"",7.64537988177612,690.0800103,1221.930018,759.229991018772,719.270004272461,24.1704144015759,98.850968225099,0.396689655172414,15.3993333333333,"W1_2_",0.721163490471414,2.5863309352518,0.412684094464806,1.38328409644716
"306","W1","2","","1","W","W.2","7/23/18","h2",1.516666667,19.1,1.8162,0.8414,0.0553,73.722,7,"",1.80663394276476,690.0800103,1221.930018,759.229991018772,719.270004272461,40.8062741737159,87.6182552888044,0.463274969716992,10.5317142857143,"W1_2_",0.938329430132709,15.2151898734177,1.18227737637628,1.61072694322551
"307","W1","2","","1","W","W.2","7/23/18","h3",1.366666667,18.1,1.4056,0.631,0.0398,56.576,5,"",1.46694923701682,690.0800103,1221.930018,759.229991018772,719.270004272461,38.5671150523604,89.6608557844691,0.448918611269209,11.3152,"W1_2_",0.94066785927251,15.8542713567839,1.20014628717045,1.58621715341879
"308","W1","3","","1","W","W.3","7/24/18","h1",2.6,57.05,2.298,0.9514,0.2019,80.708,11,"",5.30929158456675,690.0800103,1221.930018,759.229991018772,719.270004272461,15.2012747302493,84.8307756989699,0.414012184508268,7.33709090909091,"W1_3_",0.824937136911471,4.71223377909856,0.673226828140244,1.18188000801718
"309","W1","3","","1","W","W.3","7/24/18","h2",1.54,22.54,0.7092,0.3182,0.0388,32.125,8,"",1.86265028431339,690.0800103,1221.930018,759.229991018772,719.270004272461,17.2469305003445,100.958516656191,0.448674562887761,4.015625,"W1_3_",0.891316526610644,8.20103092783505,0.913868449716355,1.23671181330025
"310","W1","3","","1","W","W.3","7/24/18","h3",1.886666667,26.37,1.6527,0.7307,0.0881,58.927,9,"",2.79563349024733,690.0800103,1221.930018,759.229991018772,719.270004272461,21.0782279599844,80.6445873819625,0.442125007563381,6.54744444444444,"W1_3_",0.892403517342452,8.29398410896708,0.918763198933169,1.32383409707423
"311","W1","6","","1","W","W.6","7/24/18","h1",2.016666667,58.58,1.6971,0.7041,0.1474,58.553,11,"",3.19417069836205,690.0800103,1221.930018,759.229991018772,719.270004272461,18.3312056647523,83.1600624911234,0.414884214247835,5.323,"W1_6_",0.826893716970053,4.77679782903663,0.679136860795222,1.26319102995563
"312","W1","6","","1","W","W.6","7/24/18","h2",1.983333333,55.73,1.1113,0.5159,0.1765,37.896,9,"",3.08945094114799,690.0800103,1221.930018,759.229991018772,719.270004272461,12.2662572482599,73.4560961426633,0.464231080716278,4.21066666666667,"W1_6_",0.745089543616407,2.92294617563739,0.465820818149467,1.08871206848194
"313","W1","6","","1","W","W.6","7/24/18","h3",1.646666667,42,0.8564,0.3973,0.0928,30.601,8,"",2.12961584756063,690.0800103,1221.930018,759.229991018772,719.270004272461,14.3692582091986,77.022401208155,0.463918729565624,3.825125,"W1_6_",0.810650887573965,4.28125,0.631570588836501,1.15743434892984
"314","W1","7","","1","W","W.7","7/24/18","h1",1.52,38.33,0.9992,0.4147,0.148,34.272,9,"",1.81458391671346,690.0800103,1221.930018,759.229991018772,719.270004272461,18.8869744101296,82.6428743670123,0.415032025620496,3.808,"W1_7_",0.736982406255554,2.80202702702703,0.44747231996906,1.27616239189604
"315","W1","7","","1","W","W.7","7/24/18","h2",2.296666667,49.05,2.6745,1.1546,0.2576,80.01,10,"",4.14272224038253,690.0800103,1221.930018,759.229991018772,719.270004272461,19.3133875160822,69.2967261389226,0.431706861095532,8.001,"W1_7_",0.817589576547231,4.48214285714286,0.651485694474838,1.28585845454138
"316","W1","7","","1","W","W.7","7/24/18","h3",1.353333333,23.67,0.7514,0.3091,0.0519,24.019,8,"",1.43846546220008,690.0800103,1221.930018,759.229991018772,719.270004272461,16.6976549880202,77.7062439340019,0.411365451157839,3.002375,"W1_7_",0.856232686980609,5.95568400770713,0.774931647214847,1.22265548328692
"317","W1","5","","1","W","W.5","7/24/18","h1",1.816666667,46.9,1.4088,0.5267,0.1296,41.61,7,"",2.59203210631928,690.0800103,1221.930018,759.229991018772,719.270004272461,16.0530418965708,79.0013290298082,0.373864281658149,5.94428571428571,"W1_5_",0.802529331098583,4.06404320987654,0.608958316822906,1.20555733915344
"318","W1","5","","1","W","W.5","7/24/18","h2",1.323333333,24.14,0.7421,0.3126,0.039,27.337,10,"",1.37539798969498,690.0800103,1221.930018,759.229991018772,719.270004272461,19.8757015822472,87.4504158669226,0.421237030049859,2.7337,"W1_5_",0.889078498293515,8.01538461538462,0.903924366656669,1.29832246753836
"319","W1","5","","1","W","W.5","7/24/18","h3",1.226666667,17.49,0.6384,0.2657,0.0346,22.257,5,"",1.18179734375268,690.0800103,1221.930018,759.229991018772,719.270004272461,18.8331782243858,83.7674068498306,0.416196741854637,4.4514,"W1_5_",0.884781884781885,7.67919075144509,0.885315455617501,1.27492361629071
"320","W15","2","","15","W","W.2","7/24/18","h1",1.343333333,43.76,1.4524,0.6142,0.0658,57.913,8,"",1.41728589173237,733.8575109,1014.252515,768.570013999939,728.239999771118,40.8619039657639,94.290133507001,0.422886257229413,7.239125,"W15_2_",0.903235294117647,9.33434650455927,0.970083918493095,1.61131859877612
"321","W15","2","","15","W","W.2","7/24/18","h2",1.22,38.36,0.9359,0.4206,0.0679,39.309,8,"",1.16898662640076,733.8575109,1014.252515,768.570013999939,728.239999771118,33.6265609137292,93.4593437945792,0.44940698792606,4.913625,"W15_2_",0.86100307062436,6.19440353460972,0.7919994940698,1.5266824530249
"322","W15","2","","15","W","W.2","7/24/18","h3",1.286666667,33.56,0.848,0.3995,0.0506,37.257,7,"",1.30023538682443,733.8575109,1014.252515,768.570013999939,728.239999771118,28.6540424737961,93.2590738423029,0.471108490566038,5.32242857142857,"W15_2_",0.887580537658298,7.89525691699605,0.897366266810211,1.45718590030748
"323","W16","3","","16","W","W.3","7/24/18","h1",1.466666667,38.86,0.8381,0.3987,0.0859,33.706,6,"",1.68947871669846,783.2500117,836.5575125,321.759994268417,1019.62001609802,19.9505324730385,84.5397542011538,0.475718887960864,5.61766666666667,"W16_3_",0.822740404457284,4.64144353899884,0.666653071831152,1.29995449135191
"324","W16","3","","16","W","W.3","7/24/18","h2",1.283333333,27.15,1.1294,0.5645,0.0596,48.701,8,"",1.29350714121235,783.2500117,836.5575125,321.759994268417,1019.62001609802,37.6503526330398,86.2728077945084,0.499822914822029,6.087625,"W16_3_",0.90450248357635,9.47147651006711,0.97641768652075,1.57576904815601
"325","W16","3","","16","W","W.3","7/24/18","h3",1.32,25.34,0.8634,0.4313,0.0487,37.362,7,"",1.36847775990371,783.2500117,836.5575125,321.759994268417,1019.62001609802,27.3018686124857,86.6264780894969,0.499536715311559,5.33742857142857,"W16_3_",0.898541666666667,8.85626283367557,0.947250496931317,1.43619237232717
"326","W15","3","","15","W","W.3","7/26/18","h1",1.94,28.16,2.4028,1.0134,0.0796,80.891,9,"",2.95592452776264,733.8575109,1014.252515,768.570013999939,728.239999771118,27.3657189959539,79.8213933293862,0.421757949059431,8.98788888888889,"W15_3_",0.927172918572736,12.7311557788945,1.10486783221698,1.43720686310791
"327","W15","3","","15","W","W.3","7/26/18","h2",1.38,17.8,1.2368,0.5023,0.0337,44.562,7,"",1.4957122623741,733.8575109,1014.252515,768.570013999939,728.239999771118,29.7931635121237,88.7159068285885,0.40612871927555,6.366,"W15_3_",0.937126865671642,14.9050445103858,1.17333327728821,1.4741166201306
"328","W15","3","","15","W","W.3","7/26/18","h3",1.27,15.67,0.7743,0.3247,0.0225,30.641,6,"",1.26676869774374,733.8575109,1014.252515,768.570013999939,728.239999771118,24.1883147685722,94.3671080997844,0.41934650652202,5.10683333333333,"W15_3_",0.935195852534562,14.4311111111111,1.15929977051464,1.38360561155308
"329","W15","6","","15","W","W.6","7/26/18","h1",1.57,39.15,1.0235,0.3367,0.0695,32.262,5,"",1.93592793295837,733.8575109,1014.252515,768.570013999939,728.239999771118,16.6648765435701,95.8182358182358,0.328969223253542,6.4524,"W15_6_",0.828902018709995,4.84460431654676,0.685258311797975,1.22180210067612
